Time Date,Wig20,WIG,DAX,NASDAQ,SP500,USD/PLN,EUR/PLN,GBP/PLN,EUR/USD,ZŁOTO,MIEDŹ,ROPA
21:04 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
21:08 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
21:08 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
21:11 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
21:12 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
21:16 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
21:16 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
21:18 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
22:07 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
22:08 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
22:29 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
22:30 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
22:32 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
22:36 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
22:36 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
22:36 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
22:37 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
22:42 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
22:43 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
22:43 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
22:44 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
22:45 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
22:46 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
22:46 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
22:47 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
22:47 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
22:48 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
22:48 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
22:57 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
22:58 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
22:59 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
22:59 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
23:01 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
23:01 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
23:02 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
23:05 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
23:05 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
23:10 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
23:10 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
23:11 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
23:12 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
23:12 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
23:13 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
23:23 23.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
00:54 24.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
09:20 24.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
09:31 24.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
10:56 24.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
10:56 24.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
10:58 24.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
11:01 24.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
11:06 24.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
11:08 24.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
15:42 24.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
19:47 24.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.29,4.64,5.51,1.08,1932.25,10068.5,106.2
09:01 25.04.2022,1973.31,60903.71,14142.09,12839.29,4271.78,4.34,4.64,5.51,1.07,1918.4,9944.5,101.97
12:55 25.04.2022,1923.93,59394.24,13895.59,12839.29,4271.78,4.32,4.63,5.49,1.07,1911.3,9854.5,101.45
13:15 25.04.2022,1917.52,59409.95,13909.91,12839.29,4271.78,4.32,4.63,5.49,1.07,1908.1,9849.5,102.23
13:47 25.04.2022,1929.71,59464.56,13953.51,12839.29,4271.78,4.32,4.63,5.5,1.07,1908.9,9891.5,101.19
14:48 25.04.2022,1936.93,59829.06,14020.94,12839.29,4271.78,4.32,4.63,5.5,1.07,1897.2,9881.5,101.25
16:07 25.04.2022,1927.03,59682.37,13949.98,12735.21,4214.89,4.33,4.64,5.51,1.07,1895.8,9818.5,100.62
17:16 25.04.2022,1919.55,59694.98,13941.71,12791.36,4220.98,4.35,4.65,5.52,1.07,1898.5,9802.5,100.03
19:31 25.04.2022,1919.55,59442.53,13924.17,12860.76,4241.29,4.33,4.64,5.51,1.07,1897.45,9849.5,100.82
07:36 26.04.2022,1919.55,59442.53,13924.17,13004.85,4296.12,4.32,4.63,5.51,1.07,1904.35,9840.5,103.4
11:32 26.04.2022,1925.71,59656.12,14079.26,13004.85,4296.12,4.34,4.64,5.51,1.07,1903.95,9884.5,101.31
18:57 26.04.2022,1896.46,58836.03,13756.4,13004.85,4220.02,4.42,4.71,5.57,1.07,1902.5,9832.5,104.96
20:22 26.04.2022,1896.46,58836.03,13756.4,13004.85,4210.59,4.42,4.7,5.55,1.06,1900.7,9811.5,104.93
08:39 27.04.2022,1896.46,58836.03,13756.4,12490.74,4175.2,4.41,4.68,5.55,1.06,1901.05,9874.5,105.22
10:57 27.04.2022,1880.03,58227.09,13736.77,12490.74,4175.2,4.44,4.7,5.56,1.06,1893.3,9936.5,105.34
11:29 27.04.2022,1881.91,58107.07,13778.39,12490.74,4175.2,4.43,4.7,5.57,1.06,1894.8,9910.5,105.26
12:31 27.04.2022,1877.57,58103.29,13826.5,12490.74,4175.2,4.43,4.71,5.58,1.06,1895.7,9913.5,105.09
14:30 28.04.2022,1884.84,58319.35,13994.21,12488.93,4183.96,4.47,4.69,5.55,1.05,1883.2,9773.5,104.37
08:59 29.04.2022,1884.42,58300.98,13979.84,12871.53,4287.5,4.42,4.67,5.54,1.05,1911.56,9863.5,108.31
09:58 30.04.2022,1858.12,57754.98,14097.88,12334.64,4131.93,4.41,4.66,5.54,1.05,1897.55,9720.5,106.3
09:58 30.04.2022,1858.12,57754.98,14097.88,12334.64,4131.93,4.41,4.66,5.54,1.05,1897.55,9720.5,106.3
10:58 01.05.2022,1858.12,57754.98,14097.88,12334.64,4131.93,4.41,4.66,5.54,1.05,1897.55,9720.5,106.3
18:24 02.05.2022,1824.05,56886.29,13939.07,12369.85,4117.81,4.46,4.69,5.58,1.05,1869.25,9720.5,107.28
10:29 03.05.2022,1824.05,56886.29,14066.59,12536.02,4155.38,4.46,4.69,5.6,1.05,1852.41,9538.5,105.84
22:48 03.05.2022,1824.05,56886.29,14039.47,12563.76,4175.48,4.45,4.68,5.56,1.05,1867.93,9456.5,105.87
21:15 04.05.2022,1812.56,56695.38,13970.82,12785.97,4250.08,4.38,4.65,5.51,1.06,1889.51,9532.5,110.56
08:49 05.05.2022,1812.56,56695.38,13970.82,12964.86,4300.17,4.39,4.65,5.51,1.06,1899.04,9701.5,110.91
12:23 05.05.2022,1811.03,56638.21,14174,12964.86,4300.17,4.4,4.66,5.53,1.06,1899.35,9589.5,111.06
13:32 05.05.2022,1812.76,56822.52,14187,12964.86,4300.17,4.42,4.66,5.49,1.06,1896.78,9549.5,111.1
19:13 05.05.2022,1765.85,55467.4,13902.52,12404.99,4170.78,4.46,4.69,5.5,1.05,1879.76,9498.5,110.48
19:14 05.05.2022,1765.85,55467.4,13902.52,12404.99,4170.78,4.46,4.69,5.5,1.05,1879.76,9498.5,110.48
21:02 05.05.2022,1765.85,55467.4,13902.52,12305.23,4141.06,4.46,4.69,5.5,1.05,1875.2,9469.5,110.82
09:20 06.05.2022,1750.12,55099.97,13795.94,12317.69,4146.87,4.47,4.69,5.5,1.05,1875.69,9464.5,111.73
16:16 06.05.2022,1739.9,54303.03,13611.39,12068.11,4083.23,4.45,4.7,5.48,1.06,1884.1,9402.5,111.52
14:40 09.05.2022,1736.23,54482.45,13427.62,12144.66,4123.34,4.43,4.68,5.49,1.06,1866.38,9161.5,109.94
19:13 10.05.2022,1719.24,53951.73,13534.74,11670.03,3986.06,4.44,4.68,5.46,1.05,1842.96,9238.5,102.41
19:16 10.05.2022,1719.24,53951.73,13534.74,11670.03,3986.06,4.44,4.68,5.46,1.05,1842.49,9236.5,102.17
20:58 11.05.2022,1718.07,53899.7,13828.64,11467.49,3969.88,4.44,4.67,5.45,1.05,1851.51,9299.5,107.19
14:48 12.05.2022,1682.09,52730.35,13498.9,11364.24,3935.18,4.47,4.66,5.47,1.04,1846.51,9008.5,106.02
22:38 12.05.2022,1691.62,53074.58,13739.64,11370.96,3930.08,4.49,4.66,5.47,1.04,1822.58,9075.5,108.07
11:31 13.05.2022,1744.36,54609.82,13926.05,11370.96,3930.08,4.5,4.67,5.48,1.04,1822.69,9065.5,108.62
18:30 14.05.2022,1765.63,55143.54,14027.93,11805,4023.89,4.48,4.67,5.49,1.04,1811.2,9230.5,111.35
14:10 17.05.2022,1810.26,56636.8,14182.37,11662.79,4008.01,4.4,4.64,5.5,1.05,1832.49,9399,115.13
14:13 17.05.2022,1810.6,56599.4,14185.98,11662.79,4008.01,4.4,4.64,5.5,1.05,1833.4,9398,115.03
19:30 19.05.2022,1776.4,55555.31,13882.3,11419.38,3907.06,4.39,4.65,5.48,1.06,1840.9,9418,110.95
09:11 23.05.2022,1832.96,55687.59,14165.64,11354.62,3901.36,4.35,4.61,5.47,1.06,1851.19,9498,111.15
16:44 24.05.2022,1816.23,56640.62,13958.83,11144.62,3886.53,4.28,4.59,5.35,1.07,1863.24,9451,110.94
16:48 24.05.2022,1813.71,56613.96,13948.77,11128.37,3886.00,4.28,4.59,5.35,1.07,1863.85,9451.00,110.94
16:50 24.05.2022,1815.13,56588.00,13948.77,11128.37,3886.00,4.28,4.59,5.35,1.07,1863.44,9458.00,111.22
16:53 24.05.2022,1813.96,56558.37,13947.13,11146.90,3890.66,4.28,4.59,5.36,1.07,1863.14,9457.00,111.14
17:39 26.05.2022,1827.01,56929.76,14248.71,11676.31,4047.56,4.29,4.60,5.39,1.07,1845.43,9367.00,114.02
13:11 27.05.2022,1804.40,56478.07,14342.53,11740.65,4057.84,4.28,4.59,5.40,1.07,1855.91,9419.00,113.79
13:20 27.05.2022,1807.52,56474.36,14344.49,11740.65,4057.84,4.28,4.58,5.40,1.07,1856.55,9422.00,113.73
13:28 27.05.2022,1807.45,56451.71,14340.30,11740.65,4057.84,4.28,4.58,5.39,1.07,1856.80,9408.00,113.75
13:30 27.05.2022,1806.15,56466.54,14340.30,11740.65,4057.84,4.28,4.58,5.39,1.07,1857.40,9400.00,113.75
13:37 27.05.2022,1807.70,56473.79,14343.93,11740.65,4057.84,4.28,4.58,5.40,1.07,1857.01,9405.00,113.48
14:52 27.05.2022,1811.23,56506.73,14363.32,11740.65,4057.84,4.28,4.58,5.40,1.07,1850.04,9419.00,113.64
09:32 28.05.2022,1810.68,56609.87,14462.19,12131.13,4158.24,4.25,4.56,5.35,1.07,1851.64,9461.00,115.60
09:34 28.05.2022,1810.68,56609.87,14462.19,12131.13,4158.24,4.25,4.56,5.35,1.07,1851.64,9461.00,115.60
09:36 28.05.2022,1810.68,56609.87,14462.19,12131.13,4158.24,4.25,4.56,5.35,1.07,1851.64,9461.00,115.60
09:40 28.05.2022,1810.68,56609.87,14462.19,12131.13,4158.24,4.25,4.56,5.35,1.07,1851.64,9461.00,115.60
09:43 28.05.2022,1810.68,56609.87,14462.19,12131.13,4158.24,4.25,4.56,5.35,1.07,1851.64,9461.00,115.60
09:44 28.05.2022,1810.68,56609.87,14462.19,12131.13,4158.24,4.25,4.56,5.35,1.07,1851.64,9461.00,115.60
09:48 28.05.2022,1810.68,56609.87,14462.19,12131.13,4158.24,4.25,4.56,5.35,1.07,1851.64,9461.00,115.60
10:01 28.05.2022,1810.68,56609.87,14462.19,12131.13,4158.24,4.25,4.56,5.35,1.07,1851.64,9461.00,115.60
10:06 28.05.2022,1810.68,56609.87,14462.19,12131.13,4158.24,4.25,4.56,5.35,1.07,1851.64,9461.00,115.60
11:01 28.05.2022,1810.68,56609.87,14462.19,12131.13,4158.24,4.25,4.56,5.35,1.07,1851.64,9461.00,115.60
11:03 28.05.2022,1810.68,56609.87,14462.19,12131.13,4158.24,4.25,4.56,5.35,1.07,1851.64,9461.00,115.60
18:21 28.05.2022,1810.68,56609.87,14462.19,12131.13,4158.24,4.25,4.56,5.35,1.07,1851.64,9461.00,115.60
21:10 28.05.2022,1810.68,56609.87,14462.19,12131.13,4158.24,4.25,4.56,5.35,1.07,1851.64,9461.00,115.60
16:19 29.05.2022,1810.68,56609.87,14462.19,12131.13,4158.24,4.25,4.56,5.35,1.07,1851.64,9461.00,115.60
22:38 29.05.2022,1810.68,56609.87,14462.19,12131.13,4158.24,4.25,4.56,5.35,1.07,1851.64,9461.00,115.60
10:37 30.05.2022,1837.80,57189.66,14583.28,12131.13,4158.24,4.26,4.58,5.37,1.07,1855.30,9522.00,116.57
07:29 31.05.2022,1858.60,57836.79,14575.98,12131.13,4158.24,4.26,4.58,5.37,1.07,1855.87,9540.00,119.36
08:40 01.06.2022,1842.93,57432.29,14388.35,12081.39,4132.15,4.27,4.58,5.38,1.07,1836.10,9427.00,116.63
17:12 06.06.2022,1849.55,57516.49,14702.69,12213.90,4163.64,4.28,4.58,5.37,1.07,1848.65,9738.00,119.28
13:04 09.06.2022,1793.57,56156.24,14365.73,12086.27,4115.77,4.27,4.58,5.35,1.07,1850.25,9628.00,123.67
13:12 09.06.2022,1790.69,56115.31,14353.51,12086.27,4115.77,4.28,4.58,5.36,1.07,1849.70,9629.00,123.66
07:37 10.06.2022,1767.50,55440.27,14198.80,11754.23,4017.82,4.32,4.60,5.41,1.06,1846.50,9621.00,122.54
11:29 10.06.2022,1741.64,54729.22,13989.27,11754.23,4017.82,4.34,4.60,5.42,1.06,1846.85,9574.00,123.38
13:41 10.06.2022,1742.46,54710.69,14030.54,11754.23,4017.82,4.35,4.60,5.40,1.06,1839.90,9524.00,123.88
14:35 10.06.2022,1741.70,54904.18,14038.07,11754.23,4017.82,4.36,4.60,5.41,1.05,1835.40,9544.00,123.96
18:44 10.06.2022,1725.18,54307.76,13761.83,11350.35,3907.82,4.39,4.61,5.40,1.05,1877.20,9455.00,120.85
19:08 10.06.2022,1725.18,54307.76,13761.83,11345.16,3902.75,4.39,4.62,5.40,1.05,1876.75,9449.00,121.34
21:04 11.06.2022,1725.18,54307.76,13761.83,11340.02,3900.86,4.37,4.60,5.38,1.05,1875.10,9461.00,121.93
05:52 13.06.2022,1725.18,54307.76,13761.83,11340.02,3900.86,4.40,4.61,5.40,1.05,1867.40,9461.00,120.33
10:24 13.06.2022,1683.57,53106.15,13501.50,11340.02,3900.86,4.41,4.62,5.39,1.05,1858.10,9295.00,119.60
13:01 13.06.2022,1689.06,53118.21,13492.74,11340.02,3900.86,4.42,4.63,5.40,1.05,1860.90,9293.00,120.45
17:58 14.06.2022,1704.07,53247.17,13304.39,10839.36,3741.04,4.47,4.65,5.36,1.04,1812.00,9234.00,123.88
17:18 16.06.2022,1707.11,53357.34,13051.15,10660.61,3666.55,4.50,4.73,5.53,1.05,1840.25,9059.00,118.60
09:29 17.06.2022,1675.01,52407.27,13113.66,10646.10,3666.77,4.47,4.69,5.49,1.05,1847.90,9133.00,119.97
00:22 18.06.2022,1676.67,52629.58,13126.26,10798.35,3674.84,4.45,4.67,5.44,1.05,1841.90,8946.00,113.70
08:57 18.06.2022,1676.67,52629.58,13126.26,10798.35,3674.84,4.45,4.67,5.44,1.05,1841.90,8946.00,113.70
06:04 21.06.2022,1679.89,52939.91,13265.60,10798.35,3674.84,4.40,4.64,5.41,1.05,1842.50,8928.00,115.22
23:11 21.06.2022,1719.05,54066.32,13292.40,11069.30,3764.79,4.39,4.63,5.39,1.05,1835.10,8981.00,114.88
19:32 22.06.2022,1680.61,53001.66,13144.28,11145.15,3787.70,4.44,4.69,5.44,1.06,1838.55,8788.00,111.16
19:32 22.06.2022,1680.61,53001.66,13144.28,11145.15,3787.70,4.44,4.69,5.44,1.06,1838.45,8787.00,111.16
19:33 22.06.2022,1680.61,53001.66,13144.28,11145.15,3787.70,4.44,4.69,5.44,1.06,1838.45,8787.00,111.14
20:11 22.06.2022,1680.61,53001.66,13144.28,11142.05,3787.10,4.43,4.69,5.44,1.06,1842.75,8787.00,112.45
20:11 22.06.2022,1680.61,53001.66,13144.28,11167.14,3794.62,4.43,4.69,5.44,1.06,1842.75,8787.00,112.45
20:12 22.06.2022,1680.61,53001.66,13144.28,11167.14,3794.62,4.43,4.69,5.44,1.06,1843.35,8787.00,112.55
20:12 22.06.2022,1680.61,53001.66,13144.28,11167.14,3794.62,4.43,4.69,5.44,1.06,1843.35,8787.00,112.55
20:20 22.06.2022,1680.61,53001.66,13144.28,11177.24,3798.32,4.43,4.69,5.44,1.06,1843.15,8787.00,112.63
20:23 22.06.2022,1680.61,53001.66,13144.28,11177.91,3798.61,4.43,4.69,5.44,1.06,1842.55,8787.00,112.60
07:29 23.06.2022,1680.61,53001.66,13144.28,11053.08,3759.89,4.44,4.69,5.44,1.06,1832.80,8787.00,109.88
07:30 23.06.2022,1680.61,53001.66,13144.28,11053.08,3759.89,4.44,4.69,5.44,1.06,1832.80,8787.00,109.88
07:35 23.06.2022,1680.61,53001.66,13144.28,11053.08,3759.89,4.44,4.69,5.44,1.06,1834.05,8787.00,110.22
07:35 23.06.2022,1680.61,53001.66,13144.28,11053.08,3759.89,4.44,4.69,5.44,1.06,1834.05,8787.00,110.22
07:39 23.06.2022,1680.61,53001.66,13144.28,11053.08,3759.89,4.44,4.69,5.44,1.06,1834.70,8787.00,109.84
07:40 23.06.2022,1680.61,53001.66,13144.28,11053.08,3759.89,4.44,4.69,5.44,1.06,1834.70,8787.00,109.84
07:42 23.06.2022,1680.61,53001.66,13144.28,11053.08,3759.89,4.44,4.69,5.44,1.06,1835.65,8787.00,109.97
19:53 23.06.2022,1654.32,52274.01,12912.59,11080.80,3755.54,4.47,4.70,5.47,1.05,1829.05,8360.00,110.72
19:54 23.06.2022,1654.32,52274.01,12912.59,11080.80,3755.54,4.47,4.70,5.47,1.05,1829.05,8360.00,110.72
09:06 24.06.2022,1664.54,52274.01,12912.59,11232.19,3795.73,4.46,4.70,5.48,1.05,1823.70,8343.00,109.85
13:30 24.06.2022,1669.84,52688.81,13052.25,11232.19,3795.73,4.47,4.70,5.48,1.05,1827.30,8324.00,111.80
13:38 24.06.2022,1669.89,52745.52,13050.79,11232.19,3795.73,4.46,4.70,5.48,1.05,1825.60,8302.00,111.62
13:39 24.06.2022,1669.89,52745.52,13050.79,11232.19,3795.73,4.46,4.70,5.48,1.05,1825.60,8302.00,111.62
13:39 24.06.2022,1669.31,52726.64,13050.79,11232.19,3795.73,4.46,4.70,5.48,1.05,1826.00,8299.00,111.62
13:40 24.06.2022,1669.31,52726.64,13050.79,11232.19,3795.73,4.46,4.70,5.48,1.05,1826.00,8299.00,111.62
13:41 24.06.2022,1669.31,52726.64,13050.79,11232.19,3795.73,4.47,4.70,5.48,1.05,1826.00,8299.00,111.62
13:42 24.06.2022,1667.51,52709.98,13047.33,11232.19,3795.73,4.47,4.70,5.48,1.05,1825.40,8299.00,111.78
13:58 24.06.2022,1667.58,52631.29,13033.99,11232.19,3795.73,4.47,4.70,5.48,1.05,1825.60,8246.00,111.70
14:00 24.06.2022,1669.25,52661.51,13033.99,11232.19,3795.73,4.47,4.70,5.48,1.05,1825.85,8259.00,111.76
14:00 24.06.2022,1669.25,52661.51,13033.99,11232.19,3795.73,4.47,4.70,5.48,1.05,1825.85,8259.00,111.76
14:00 24.06.2022,1669.25,52661.51,13033.99,11232.19,3795.73,4.47,4.70,5.48,1.05,1825.85,8259.00,111.76
14:35 24.06.2022,1671.05,52751.90,13033.78,11232.19,3795.73,4.47,4.70,5.48,1.05,1823.90,8238.00,112.29
14:36 24.06.2022,1671.05,52751.90,13032.49,11232.19,3795.73,4.47,4.70,5.49,1.05,1823.90,8238.00,112.29
21:41 25.06.2022,1682.33,53014.11,13118.13,11607.62,3911.74,4.43,4.68,5.44,1.05,1828.10,8323.00,113.19
21:42 25.06.2022,1682.33,53014.11,13118.13,11607.62,3911.74,4.43,4.68,5.44,1.05,1828.10,8323.00,113.19
10:00 26.06.2022,1682.33,53014.11,13118.13,11607.62,3911.74,4.43,4.68,5.44,1.05,1828.10,8323.00,113.19
11:07 27.06.2022,1695.03,53445.88,13279.81,11607.62,3911.74,4.43,4.69,5.46,1.06,1840.80,8384.00,108.61
17:09 27.06.2022,1713.18,53734.37,13189.38,11595.79,3915.72,4.42,4.68,5.43,1.06,1823.60,8417.00,110.75
13:22 29.06.2022,1723.15,54114.61,12944.46,11181.54,3821.55,4.45,4.68,5.41,1.05,1826.70,8448.00,114.74
12:45 30.06.2022,1700.76,53650.86,12685.84,11177.89,3818.83,4.50,4.68,5.45,1.04,1811.70,8305.00,112.33
22:30 30.06.2022,1695.97,53573.42,12783.77,11028.74,3785.38,4.48,4.69,5.45,1.05,1808.05,8252.00,109.11
14:08 04.07.2022,1688.47,53258.40,12857.13,11127.85,3825.33,4.50,4.70,5.47,1.05,1807.45,8031.00,112.77
09:28 05.07.2022,1697.57,53647.91,12853.96,11127.85,3825.33,4.54,4.72,5.48,1.04,1806.55,7888.00,113.17
09:29 05.07.2022,1696.49,53548.48,12853.96,11127.85,3825.33,4.54,4.72,5.48,1.04,1806.85,7893.00,113.25
09:29 05.07.2022,1696.49,53548.48,12853.96,11127.85,3825.33,4.54,4.72,5.48,1.04,1806.85,7893.00,113.25
13:18 05.07.2022,1673.28,52832.98,12658.41,11127.85,3825.33,4.60,4.73,5.52,1.03,1801.55,7840.00,111.67
14:18 05.07.2022,1644.83,52252.98,12493.41,11127.85,3825.33,4.61,4.74,5.52,1.03,1800.85,7801.00,112.05
20:49 05.07.2022,1644.46,52064.47,12401.20,11268.92,3813.11,4.63,4.75,5.53,1.03,1767.55,7614.00,102.69
20:55 05.07.2022,1644.46,52064.47,12401.20,11268.77,3812.00,4.63,4.75,5.53,1.03,1766.35,7614.00,102.65
21:02 05.07.2022,1644.46,52064.47,12401.20,11260.31,3811.47,4.63,4.75,5.53,1.03,1765.60,7614.00,102.50
21:05 05.07.2022,1644.46,52064.47,12401.20,11260.31,3811.47,4.63,4.75,5.53,1.03,1764.85,7614.00,102.53
21:06 05.07.2022,1644.46,52064.47,12401.20,11249.60,3811.47,4.63,4.75,5.54,1.03,1764.85,7614.00,102.53
21:06 05.07.2022,1644.46,52064.47,12401.20,11249.60,3811.47,4.63,4.75,5.54,1.03,1764.85,7614.00,102.53
21:07 05.07.2022,1644.46,52064.47,12401.20,11249.60,3808.03,4.63,4.75,5.54,1.03,1765.95,7614.00,102.60
21:07 05.07.2022,1644.46,52064.47,12401.20,11249.60,3808.03,4.63,4.75,5.54,1.03,1765.95,7614.00,102.60
21:07 05.07.2022,1644.46,52064.47,12401.20,11249.60,3808.03,4.63,4.75,5.54,1.03,1765.95,7614.00,102.60
21:09 05.07.2022,1644.46,52064.47,12401.20,11249.60,3808.03,4.64,4.75,5.54,1.03,1766.80,7614.00,102.93
21:09 05.07.2022,1644.46,52064.47,12401.20,11249.60,3808.03,4.64,4.75,5.54,1.03,1766.80,7614.00,102.93
21:09 05.07.2022,1644.46,52064.47,12401.20,11249.60,3808.03,4.64,4.75,5.54,1.03,1766.80,7614.00,102.93
21:09 05.07.2022,1644.46,52064.47,12401.20,11249.60,3808.03,4.64,4.75,5.54,1.03,1766.80,7614.00,102.93
21:10 05.07.2022,1644.46,52064.47,12401.20,11249.60,3808.03,4.63,4.75,5.53,1.03,1767.10,7614.00,103.08
21:10 05.07.2022,1644.46,52064.47,12401.20,11249.60,3808.03,4.63,4.75,5.53,1.03,1767.10,7614.00,103.08
21:11 05.07.2022,1644.46,52064.47,12401.20,11249.60,3808.03,4.63,4.75,5.53,1.03,1767.10,7614.00,103.08
